total_false_alarm,total_missed_detection,total_speaker_confusion,speech_total,classification_error,total_frames,ece,exname,domain,selection,direction,seed,duration,der
7151.0,13650.0,12262.0,398798.0,45325.0,453564,3.0992750078439713,court-random-worst-soft_segmentation-v1-a1__180@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,180,8.290663443648162
34226.0,51930.0,51601.0,559416.0,189358.0,842082,1.1074675247073174,clinical-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,2,120,24.625144793856453
6857.0,12588.0,9619.0,398798.0,38683.0,453564,2.3533906787633896,court-random-worst-soft_segmentation-v1-a2__600@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,2,600,7.2879001399204615
99852.0,174409.0,87413.0,2153456.0,449087.0,2092020,2.6099685579538345,cts-random-worst-soft_segmentation-v1-a1__60@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,1,60,16.795049446099664
13660.0,40502.0,9006.0,342609.0,72174.0,420455,2.5802334770560265,socio_field-confidence-worst-soft_segmentation-v1-a2__1200@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,1200,18.437344027740078
30279.0,53667.0,49774.0,559416.0,183494.0,842082,1.2175043113529682,clinical-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,3,300,23.903499363622064
30877.0,60995.0,16520.0,513222.0,124912.0,456494,4.2379409074783325,meeting-random-worst-soft_segmentation-v1-a2__120@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,2,120,21.11990522619841
63081.0,146955.0,33484.0,617187.0,277004.0,616179,7.47101753950119,webvideo-random-worst-soft_segmentation-v1-a3__120@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,3,120,39.45643702799962
9279.0,11038.0,9210.0,398798.0,38737.0,453564,1.0297434404492378,court-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,2,300,7.403999017046224
16153.0,11363.0,12170.0,356093.0,51856.0,497221,2.429855801165104,maptask-random-worst-soft_segmentation-v1-a1__120@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,1,120,11.144841375708031
96404.0,170211.0,86838.0,2153456.0,440291.0,2092020,1.6382774338126183,cts-random-worst-soft_segmentation-v1-a3__1200@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,3,1200,16.413291007571086
26131.0,65829.0,17695.0,513222.0,127350.0,456494,2.6598233729600906,meeting-confidence-worst-soft_segmentation-v1-a3__240@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,240,21.36599756050988
5416.0,4784.0,21.0,355044.0,10242.0,421627,0.13824200723320246,audiobooks-random-worst-soft_segmentation-v1-a1__180@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,1,180,2.878798120796296
25692.0,61355.0,50743.0,559416.0,188533.0,842082,1.0229505598545074,clinical-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,1,180,24.631043802822944
6372.0,5128.0,9.0,355044.0,11518.0,421627,0.31369493808597326,audiobooks-random-worst-soft_segmentation-v1-a2__240@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,2,240,3.2415700589222745
26542.0,124092.0,31826.0,489048.0,214286.0,426608,8.761198073625565,restaurant-random-worst-soft_segmentation-v1-a1__1200@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,1,1200,37.309221180742995
8640.0,14612.0,10286.0,398798.0,43824.0,453564,1.573881134390831,court-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,2,60,8.409771362945651
35498.0,50431.0,50736.0,559416.0,187401.0,842082,0.5320164375007153,clinical-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,1,240,24.429941224419753
3809.0,5324.0,0.0,355044.0,9133.0,421627,0.19612417090684175,audiobooks-confidence-worst-soft_segmentation-v1-a2__1200@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,2,1200,2.572357228963171
10194.0,13130.0,8183.0,356093.0,39690.0,497221,1.2920182198286057,maptask-random-worst-soft_segmentation-v1-a3__1200@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,3,1200,8.847969491116086
57314.0,146305.0,32818.0,617187.0,269255.0,616179,1.0581552051007748,webvideo-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,3,600,38.30881078182139
57183.0,140035.0,34620.0,617187.0,266458.0,616179,2.0696790888905525,webvideo-random-worst-soft_segmentation-v1-a1__600@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,600,37.56365574777175
48960.0,148998.0,32428.0,617187.0,262814.0,616179,4.51335497200489,webvideo-random-worst-soft_segmentation-v1-a2__240@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,2,240,37.328394797686926
19492.0,153867.0,28052.0,489048.0,229463.0,426608,8.533712476491928,restaurant-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,3,180,41.18430092751632
14683.0,45862.0,10821.0,342609.0,82187.0,420455,3.3443670719861984,socio_field-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,120,20.830159161026128
129581.0,165410.0,88496.0,2153456.0,471983.0,2092020,1.2625948525965214,cts-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,2,30,17.80797935968973
17757.0,36271.0,11413.0,460658.0,76854.0,563732,0.8406728506088257,socio_lab-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,300,14.20598361474239
61271.0,144511.0,35706.0,617187.0,277194.0,616179,4.1602712124586105,webvideo-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,3,300,39.12720131823904
4374.0,5718.0,0.0,355044.0,10092.0,421627,1.1339841410517693,audiobooks-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,240,2.842464595937405
24970.0,6501.0,3370.0,338534.0,38211.0,427487,3.82729209959507,broadcast_interview-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,2,60,10.291728452681268
33100.0,126529.0,33713.0,489048.0,227055.0,426608,21.68966680765152,restaurant-random-worst-soft_segmentation-v1-a3__60@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,3,60,39.534360635356855
13008.0,11080.0,12524.0,398798.0,49136.0,453564,1.2263418175280094,court-random-worst-soft_segmentation-v1-a1__60@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,60,9.180587665936137
16508.0,35286.0,12419.0,460658.0,76632.0,563732,3.2876331359148026,socio_lab-random-worst-soft_segmentation-v1-a1__120@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,1,120,13.939408411446236
4007.0,6254.0,0.0,355044.0,10261.0,421627,0.5442550405859947,audiobooks-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,300,2.8900643300548667
16008.0,34367.0,11581.0,460658.0,73537.0,563732,0.8066884241998196,socio_lab-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,1,300,13.449457080958108
14923.0,29942.0,11130.0,460658.0,67125.0,563732,2.9871415346860886,socio_lab-random-worst-soft_segmentation-v1-a2__1200@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,1200,12.155438524892654
21534.0,9717.0,7136.0,338534.0,45523.0,427487,7.042250782251358,broadcast_interview-random-worst-soft_segmentation-v1-a2__60@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,2,60,11.339186019720323
92558.0,178123.0,87539.0,2153456.0,445759.0,2092020,2.155904099345207,cts-random-worst-soft_segmentation-v1-a1__180@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,1,180,16.634656106277536
13209.0,45918.0,11592.0,342609.0,82311.0,420455,1.648186333477497,socio_field-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,3,180,20.64131415111687
6045.0,5155.0,30.0,355044.0,11260.0,421627,0.09891859954223037,audiobooks-random-worst-soft_segmentation-v1-a2__180@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,2,180,3.1629882493437433
27653.0,57107.0,49756.0,559416.0,184272.0,842082,2.4645891040563583,clinical-random-worst-soft_segmentation-v1-a3__120@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,3,120,24.04579061020779
20261.0,7259.0,2382.0,338534.0,32284.0,427487,4.0280066430568695,broadcast_interview-confidence-worst-soft_segmentation-v1-a2__1200@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,2,1200,8.832790797970071
19656.0,11277.0,1904.0,338534.0,34741.0,427487,1.8475467339158058,broadcast_interview-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,2,120,9.699764277738721
8867.0,14057.0,14548.0,398798.0,52020.0,453564,2.5508712977170944,court-random-worst-soft_segmentation-v1-a2__60@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,2,60,9.39623568824317
13293.0,33097.0,12065.0,460658.0,70520.0,563732,1.0215437971055508,socio_lab-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,1,600,12.689457254622734
11834.0,13590.0,13195.0,398798.0,51814.0,453564,2.202817425131798,court-random-worst-soft_segmentation-v1-a3__30@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,3,30,9.683849969157318
20279.0,7842.0,3088.0,338534.0,34297.0,427487,4.721265658736229,broadcast_interview-random-worst-soft_segmentation-v1-a3__180@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,3,180,9.218867233424117
103453.0,165274.0,81952.0,2153456.0,432631.0,2092020,4.972308501601219,cts-random-worst-soft_segmentation-v1-a1__600@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,1,600,16.284474816295294
60195.0,142888.0,34607.0,617187.0,272297.0,616179,3.1748823821544647,webvideo-random-worst-soft_segmentation-v1-a1__180@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,180,38.51182866781057
9574.0,19415.0,16296.0,356093.0,61581.0,497221,0.32113282941281796,maptask-random-worst-soft_segmentation-v1-a2__30@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,2,30,12.717183432417936
13427.0,11812.0,12276.0,356093.0,49791.0,497221,1.4050248079001904,maptask-random-worst-soft_segmentation-v1-a2__600@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,2,600,10.535169183331321
35418.0,49971.0,48630.0,559416.0,182649.0,842082,3.7331189960241318,clinical-confidence-worst-soft_segmentation-v1-a2__1200@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,2,1200,23.956947960015444
28359.0,6351.0,6891.0,338534.0,48492.0,427487,2.3549064993858337,broadcast_interview-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,1,30,12.288573673545345
30686.0,37407.0,13218.0,342609.0,94529.0,420455,5.230974778532982,socio_field-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,60,23.732885008858496
6331.0,13291.0,10388.0,398798.0,40398.0,453564,1.6472326591610909,court-random-worst-soft_segmentation-v1-a1__300@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,300,7.525112964458197
122952.0,170431.0,91532.0,2153456.0,476447.0,2092020,2.0042313262820244,cts-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,1,30,17.87429137163703
24169.0,6514.0,3273.0,338534.0,37229.0,427487,3.1836003065109253,broadcast_interview-confidence-worst-soft_segmentation-v1-a3__30@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,3,30,10.030307147878794
9316.0,13072.0,11031.0,398798.0,44450.0,453564,2.5930553674697876,court-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,60,8.379931694742702
18836.0,75549.0,15688.0,513222.0,125761.0,456494,6.0307711362838745,meeting-random-worst-soft_segmentation-v1-a2__30@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,2,30,21.447443796251914
24251.0,7050.0,3078.0,338534.0,37457.0,427487,4.458228871226311,broadcast_interview-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,1,60,10.155257669835231
4221.0,6158.0,0.0,355044.0,10379.0,421627,1.2586808763444424,audiobooks-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,3,180,2.9232996473676502
6450.0,21899.0,12607.0,356093.0,53563.0,497221,2.0994341000914574,maptask-random-worst-soft_segmentation-v1-a3__60@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,3,60,11.501489779355394
94023.0,178207.0,95353.0,2153456.0,462936.0,2092020,5.531292036175728,cts-random-worst-soft_segmentation-v1-a3__240@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,3,240,17.0694455795707
33791.0,47184.0,50284.0,559416.0,181543.0,842082,2.222859114408493,clinical-random-worst-soft_segmentation-v1-a3__600@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,3,600,23.463576300999613
20728.0,144519.0,24977.0,489048.0,215201.0,426608,15.340635180473328,restaurant-confidence-worst-soft_segmentation-v1-a3__120@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,3,120,38.89679540658585
12885.0,37811.0,11088.0,460658.0,72872.0,563732,2.380073443055153,socio_lab-random-worst-soft_segmentation-v1-a2__240@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,240,13.412119186033891
18730.0,72830.0,16404.0,513222.0,124368.0,456494,7.193305343389511,meeting-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,1,60,21.03651051591709
8847.0,15122.0,10729.0,356093.0,45427.0,497221,0.6552400533109903,maptask-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,2,600,9.744083708469416
116693.0,159731.0,90533.0,2153456.0,457490.0,2092020,1.5209678560495377,cts-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,1,600,17.040376028114807
29507.0,57502.0,49463.0,559416.0,185935.0,842082,1.30817461758852,clinical-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,3,180,24.39544095985814
7364.0,12237.0,9750.0,398798.0,39101.0,453564,3.3024299889802933,court-random-worst-soft_segmentation-v1-a3__600@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,3,600,7.359866398527576
5429.0,15552.0,12963.0,398798.0,46907.0,453564,4.671278595924377,court-random-worst-soft_segmentation-v1-a1__120@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,120,8.511577289755715
13389.0,42008.0,9180.0,342609.0,73757.0,420455,3.157728910446167,socio_field-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,3,1200,18.848600007588825
30327.0,148233.0,25978.0,489048.0,230516.0,426608,2.9910214245319366,restaurant-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,2,30,41.823706466440925
24721.0,35832.0,12024.0,460658.0,84601.0,563732,2.0639894530177116,socio_lab-confidence-worst-soft_segmentation-v1-a3__30@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,3,30,15.755072092528513
17588.0,32878.0,12292.0,460658.0,75050.0,563732,3.648490458726883,socio_lab-random-worst-soft_segmentation-v1-a2__300@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,300,13.623555870081491
17248.0,32376.0,11281.0,460658.0,72186.0,563732,1.1141899973154068,socio_lab-random-worst-soft_segmentation-v1-a1__300@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,1,300,13.221305176508386
34206.0,49884.0,50435.0,559416.0,184960.0,842082,0.39943731389939785,clinical-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,2,180,24.047399430835014
86702.0,173589.0,84462.0,2153456.0,429215.0,2092020,1.1206707917153835,cts-confidence-worst-soft_segmentation-v1-a1__1200@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,1,1200,16.0092892541106
35453.0,127782.0,31893.0,489048.0,227021.0,426608,6.4957283437252045,restaurant-random-worst-soft_segmentation-v1-a1__120@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,1,120,39.89955996139438
13718.0,50834.0,11283.0,342609.0,87118.0,420455,8.962763100862503,socio_field-random-worst-soft_segmentation-v1-a3__120@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,3,120,22.134561555592526
13083.0,42713.0,10034.0,342609.0,75864.0,420455,5.476050078868866,socio_field-random-worst-soft_segmentation-v1-a2__600@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,2,600,19.214323032961772
32864.0,67900.0,49034.0,559416.0,198832.0,842082,2.3034071549773216,clinical-random-worst-soft_segmentation-v1-a3__60@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,3,60,26.777568035236747
121046.0,167795.0,86578.0,2153456.0,461997.0,2092020,0.8058018051087856,cts-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,1,60,17.433325779584074
24310.0,38183.0,11262.0,342609.0,85017.0,420455,4.950326308608055,socio_field-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,30,21.527455495915166
19245.0,35018.0,13368.0,460658.0,80999.0,563732,2.5168582797050476,socio_lab-random-worst-soft_segmentation-v1-a3__30@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,3,30,14.681390532672827
9508.0,15983.0,12040.0,356093.0,49571.0,497221,2.815285138785839,maptask-random-worst-soft_segmentation-v1-a1__180@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,1,180,10.539662391566248
20898.0,7353.0,2195.0,338534.0,32641.0,427487,4.110171273350716,broadcast_interview-random-worst-soft_segmentation-v1-a3__300@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,3,300,8.993483667814754
99268.0,165219.0,83750.0,2153456.0,431987.0,2092020,3.7844520062208176,cts-random-worst-soft_segmentation-v1-a2__1200@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,2,1200,16.17107570342742
73986.0,210589.0,95805.0,2153456.0,476185.0,2092020,1.0026676580309868,cts-random-worst-soft_segmentation-v1-a2__30@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,2,30,17.663699653022864
30249.0,60438.0,17293.0,513222.0,125273.0,456494,2.6920855045318604,meeting-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,300,21.03962807517994
16725.0,39816.0,10840.0,342609.0,78221.0,420455,1.0359692387282848,socio_field-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,3,600,19.66702567650003
19581.0,8661.0,2704.0,338534.0,33650.0,427487,4.21355776488781,broadcast_interview-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,3,600,9.141179320245529
8010.0,15613.0,14100.0,398798.0,51823.0,453564,2.5225378572940826,court-random-worst-soft_segmentation-v1-a2__30@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,2,30,9.459174820335107
37890.0,118773.0,32415.0,489048.0,221493.0,426608,5.87693378329277,restaurant-random-worst-soft_segmentation-v1-a2__300@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,300,38.662462580360206
20733.0,8612.0,3890.0,338534.0,37125.0,427487,5.423564091324806,broadcast_interview-random-worst-soft_segmentation-v1-a3__60@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,3,60,9.817330017073617
11193.0,13367.0,13699.0,356093.0,51958.0,497221,0.6045088171958923,maptask-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,2,240,10.744103366255445
4868.0,5960.0,0.0,355044.0,10828.0,421627,1.1624522507190704,audiobooks-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,180,3.049762846295107
63412.0,139218.0,33795.0,617187.0,270220.0,616179,6.193551793694496,webvideo-random-worst-soft_segmentation-v1-a2__300@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,2,300,38.30686647644879
16903.0,32930.0,12673.0,460658.0,75179.0,563732,0.5309699568897486,socio_lab-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,3,300,13.568851512401825
17707.0,10866.0,12202.0,356093.0,52977.0,497221,3.1175337731838226,maptask-random-worst-soft_segmentation-v1-a1__30@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,1,30,11.450660361197777
6601.0,14381.0,10275.0,398798.0,41532.0,453564,0.9852535091340542,court-confidence-worst-soft_segmentation-v1-a3__120@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,3,120,7.837802596803395
5410.0,5258.0,0.0,355044.0,10668.0,421627,0.7768430281430483,audiobooks-confidence-worst-soft_segmentation-v1-a3__120@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,3,120,3.004698009260824
3798.0,5799.0,1.0,355044.0,9599.0,421627,0.3478975733742118,audiobooks-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,3,1200,2.703326911594056
6033.0,12476.0,8747.0,398798.0,36003.0,453564,2.269710600376129,court-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,3,1200,6.834537786047072
13016.0,12570.0,14611.0,356093.0,54808.0,497221,0.7585191167891026,maptask-confidence-worst-soft_segmentation-v1-a3__180@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,3,180,11.288343213711025
11734.0,13498.0,10545.0,356093.0,46322.0,497221,2.844720520079136,maptask-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,1,300,10.047094438812334
24630.0,65995.0,18254.0,513222.0,127133.0,456494,10.534653067588806,meeting-random-worst-soft_segmentation-v1-a1__30@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,1,30,21.214795936261503
16340.0,36280.0,12925.0,460658.0,78470.0,563732,3.4931309521198273,socio_lab-random-worst-soft_segmentation-v1-a3__120@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,3,120,14.228560016324476
14832.0,11596.0,12673.0,356093.0,51774.0,497221,1.810590922832489,maptask-random-worst-soft_segmentation-v1-a2__300@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,2,300,10.980558449618497
5628.0,4563.0,0.0,355044.0,10191.0,421627,0.22610451560467482,audiobooks-random-worst-soft_segmentation-v1-a1__300@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,1,300,2.8703484638523675
4452.0,4896.0,0.0,355044.0,9348.0,421627,0.07723818416707218,audiobooks-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,600,2.6329131037279887
19190.0,40828.0,12181.0,460658.0,84380.0,563732,3.9413969963788986,socio_lab-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,1,30,15.673015556009013
21488.0,73108.0,16167.0,513222.0,126930.0,456494,4.514550417661667,meeting-random-worst-soft_segmentation-v1-a2__60@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,2,60,21.581888539462454
114394.0,167331.0,87177.0,2153456.0,456079.0,2092020,1.7895523458719254,cts-random-worst-soft_segmentation-v1-a2__120@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,2,120,17.13069596035396
19723.0,72268.0,16596.0,513222.0,125183.0,456494,7.170971482992172,meeting-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,2,300,21.15790047971443
6798.0,13261.0,11152.0,398798.0,42363.0,453564,3.6561135202646255,court-random-worst-soft_segmentation-v1-a2__180@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,2,180,7.82626793514511
9052.0,12161.0,8797.0,398798.0,38807.0,453564,1.0114769451320171,court-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,180,7.525112964458197
93867.0,133140.0,35188.0,617187.0,297383.0,616179,8.666317909955978,webvideo-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,2,60,42.482262264111206
16899.0,31914.0,11951.0,460658.0,72715.0,563732,0.9142086841166019,socio_lab-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,120,13.190696785901906
55007.0,148761.0,33611.0,617187.0,270990.0,616179,3.1543169170618057,webvideo-random-worst-soft_segmentation-v1-a1__120@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,120,38.46143875357064
